file_id,lap_number,start_time,duration_seconds,distance_meters,calories,max_speed_ms,avg_cadence,intensity,trigger_method
6eVZaUIl10oM,1,2023-09-10T13:12:28Z,300.703,766.1071194126268,44,3.0260494654838697,154.52026607250346,"
      Active
","
      Manual
"
6pIKVb5G_h-A,1,2023-05-22T19:56:29Z,720.007,1677.910631073173,92,2.53373953982775,153.25588171921052,"
      Active
","
      Manual
"
6uU6yFlaDQoU,1,2023-11-12T15:51:26Z,414.705,0,0,NA,NA,"
      Active
","
      Manual
"
720g2fIQ-mgU,1,2025-07-05T23:52:40Z,1279.417,3128.3339883682806,175,2.931432969065235,148.32466127814317,"
      Active
","
      Manual
"
7t_LzI_WVbvL,1,2022-11-05T01:17:16Z,1205.978,3271.533301893506,187,2.922922055137757,151.81867274570257,"
      Active
","
      Manual
"
8-CkJSa6zKT-,1,2023-10-25T16:04:28Z,1560.009,4490.524760142902,265,4.066370971778575,153.87483746147785,"
      Active
","
      Manual
"
8isrUImUscAZ,1,2023-05-26T22:45:35Z,420.95,931.56720362464,50,2.3852706035957936,149.5174109021073,"
      Active
","
      Manual
"
8usVUUaWixeo,1,2023-12-09T15:06:20Z,900.002,2508.5279664818618,144,3.0285508958788845,157.642352884973,"
      Active
","
      Manual
"
95fVCwM3mbwS,1,2025-07-08T12:40:52Z,1500.481,3638.287837556566,202,3.658201702982791,146.49842930086302,"
      Active
","
      Manual
"
9hFSkT2SQESI,1,2025-01-03T20:27:26Z,645.33,1401.074585983704,76,2.6903008556102668,138.57163417878957,"
      Active
","
      Manual
"
9kGUW_OIJBev,1,2023-05-15T13:12:42Z,600.012,1249.5823403147515,65,2.978320989532252,149.3820721675188,"
      Active
","
      Manual
"
9y1mDtUC0C57,1,2023-10-15T14:28:42Z,2100.992,5577.739378534955,315,3.790704624137977,157.77668025668075,"
      Active
","
      Manual
"
9ygdLMIvDCGF,1,2023-10-22T15:17:21Z,623.148,1724.3382401901763,98,3.399542673183969,159.19823628296086,"
      Active
","
      Manual
"
A4dukz7METu-,1,2025-03-22T15:58:12Z,360.969,851.3660212096295,46,2.7504471354757065,139.89989174434118,"
      Active
","
      Manual
"
ahX1xnuju0ME,1,2023-10-09T12:02:10Z,1882.602,5003.4994650629815,282,3.276394933721628,159.27039321696725,"
      Active
","
      Manual
"
aIKVC3qq6xdv,1,2023-11-06T12:01:40Z,2308.757,5931.945728209565,334,3.2889402595420743,153.74002461165526,"
      Active
","
      Manual
"
AoZU82sCJhc8,1,2023-09-12T10:44:47Z,1328.011,3196.103358333467,175,2.8567481112761093,156.97196503241085,"
      Active
","
      Manual
"
AZI76kBBdPzy,1,2023-09-16T16:05:12Z,381.056,0,0,NA,NA,"
      Active
","
      Manual
"
B2wAMt7UKKMu,1,2023-10-13T16:03:46Z,840.738,2581.2415367469644,155,3.774746507559273,154.03270508795976,"
      Active
","
      Manual
"
bf7C6j62yWd7,1,2025-06-10T17:30:21Z,1929.914,4496.701072241408,247,2.839896868557715,149.3962594200583,"
      Active
","
      Manual
"
BGCSwHxEDdnd,1,2023-09-20T10:47:02Z,900.016,2467.444857367547,148,4.574399816035148,155.3582424977658,"
      Active
","
      Manual
"
BKTFC1GgegGs,1,2024-07-31T10:48:53Z,1839.504,5007.945289489752,284,3.998186341918679,149.44979206138933,"
      Active
","
      Manual
"
bst2ymjNh1ty,1,2024-10-18T15:30:52Z,2100.941,5328.235560800711,302,2.8160310055611473,148.57686936135062,"
      Active
","
      Manual
"
BTbLG9fNizOj,1,2023-05-26T23:25:41Z,113.744,328.6530134435743,18,3.1472461013021227,155.35662770825763,"
      Active
","
      Manual
"
BUByCnJoZrPO,1,2025-01-10T12:30:20Z,1500.04,3486.4028392967275,187,2.5747530421034837,141.6038749135774,"
      Active
","
      Manual
"
